ris_type,type,paper_id,title,date,abstract,volume,isbn,pages,url,journal
JOUR,article,612,Antiretroviral therapy for tuberculosis control in nine African countries,2010-01-01,"HIV has increased the incidence of tuberculosis (TB) by up to sevenfold in African countries, but antiretroviral therapy (ART) reduces the incidence of AIDS-related TB. We use a mathematical model to investigate the short-term and long-term impacts of ART on the incidence of TB, assuming that people are tested for HIV once a year, on average, and start ART at a fixed time after HIV seroconversion or at a fixed CD4(+) cell count. We fit the model to trend data on HIV prevalence and TB incidence in nine countries in sub-Saharan Africa. If HIV-positive people start ART within 5 y of seroconversion, the incidence of AIDS-related TB in 2015 will be reduced by 48% (range: 37-55%). Long-term reductions depend sensitively on the delay to starting ART. If treatment is started 5, 2, or 1 y after HIV seroconversion, or as soon as people test positive, the incidence in 2050 will be reduced by 66% (range: 57-80%), 95% (range: 93-96%), 97.7% (range: 96.9-98.2%) and 98.4% (range: 97.8-98.9%), respectively. In the countries considered here, early ART could avert 0.71 +/- 0.36 [95% confidence interval (CI)] million of 3.4 million cases of TB between 2010 and 2015 and 5.8 +/- 2.9 (95% CI) million of 15 million cases between 2015 and 2050. As more countries provide ART at higher CD4(+) cell counts, the impact on TB should be investigated to test the predictions of this model.",107,1091-6490 (Electronic),19485-9,http://www.pnas.org/content/107/45/19485.full.pdf,Proceedings of the National Academy of Sciences of the USA
JOUR,article,614,Tuberculosis transmission to young children in a South African community: modeling household and community infection risks,2010-01-01,"BACKGROUND: Tuberculosis transmission is determined by contact between infectious and susceptible individuals. A recent study reported a 4% annual risk of child tuberculosis infection in a southern African township. A model was used to explore the interactions between prevalence of adult tuberculosis infection, adult-to-child contacts, and household ventilation, which could result in such a high annual risk of tuberculosis infection. METHODS: Number of residents per household and tuberculosis incidence were derived from a household census and community tuberculosis registers. Using the Wells-Riley equation and probability analyses of contact between infectious adults with tuberculosis and preschool children, we estimated the annual risk of tuberculosis infection within and outside of the home. RESULTS: There was a mean of 2.2 adults per child-containing household with a 1.35% annual adult smear-positive tuberculosis notification rate. The maximal household annual risk of tuberculosis infection was 3%, which was primarily determined by the number of resident adults. Transmission risk outside the home increased with increasing number of households visited. Transmission probabilities were sensitive to exposure time, ventilation, and period of adult infectivity. The benefits of increased ventilation were greatest when the period of infectivity was reduced. Similar reductions in household transmission could be achieved by increasing ventilation from 2 to 6 air changes/hour or by separating child and adult sleeping areas. CONCLUSIONS: The annual risk of tuberculosis infection of preschool children predominantly results from infectious residents in the home. However, even with limited social interactions, a substantial proportion of transmissions may occur from nonresident adults. The benefits of increased ventilation are maximized when the period of infectivity is reduced by prompt treatment of source cases.",51,1537-6591 (Electronic),401-8,http://cid.oxfordjournals.org/content/51/4/401.full.pdf,Clin Infect Dis
JOUR,article,1023,The transmission dynamics of tuberculosis in a recently developed chinese city,2010-01-01,"BACKGROUND: Hong Kong is an affluent subtropical city with a well-developed healthcare infrastructure but an intermediate TB burden. Declines in notification rates through the 1960s and 1970s have slowed since the 1980s to the current level of around 82 cases per 100 000 population. We studied the transmission dynamics of TB in Hong Kong to explore the factors underlying recent trends in incidence. METHODOLOGY/PRINCIPAL FINDINGS: We fitted an age-structured compartmental model to TB notifications in Hong Kong between 1968 and 2008. We used the model to quantify the proportion of annual cases due to recent transmission versus endogenous reactivation of latent infection, and to project trends in incidence rates to 2018. The proportion of annual TB notifications attributed to endogenous reactivation increased from 46% to 70% between 1968 and 2008. Age-standardized notification rates were projected to decline to approximately 56 per 100 000 in 2018. CONCLUSIONS/SIGNIFICANCE: Continued intermediate incidence of TB in Hong Kong is driven primarily by endogenous reactivation of latent infections. Public health interventions which focus on reducing transmission may not lead to substantial reductions in disease burden associated with endogenous reactivation of latent infections in the short- to medium-term. While reductions in transmission with socio-economic development and public health interventions will lead to declines in TB incidence in these regions, a high prevalence of latent infections may hinder substantial declines in burden in the longer term. These findings may therefore have important implications for the burden of TB in developing regions with higher levels of transmission currently.",5,1932-6203 (Electronic) 1932-6203 (Linking),e10468,http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&dopt=Citation&list_uids=20454620,PLoS One
JOUR,article,1024,Assessing the effects of multiple infections and long latency in the dynamics of tuberculosis,2010-01-01,NA,7,NA,NA,http://www.tbiomed.com/content/pdf/1742-4682-7-41.pdf,Theoretical Biology and Medical Modelling
JOUR,article,1029,A dynamic analysis of tuberculosis dissemination to improve control and surveillance,2010-01-01,"BACKGROUND: Detailed analysis of the dynamic interactions among biological, environmental, social, and economic factors that favour the spread of certain diseases is extremely useful for designing effective control strategies. Diseases like tuberculosis that kills somebody every 15 seconds in the world, require methods that take into account the disease dynamics to design truly efficient control and surveillance strategies. The usual and well established statistical approaches provide insights into the cause-effect relationships that favour disease transmission but they only estimate risk areas, spatial or temporal trends. Here we introduce a novel approach that allows figuring out the dynamical behaviour of the disease spreading. This information can subsequently be used to validate mathematical models of the dissemination process from which the underlying mechanisms that are responsible for this spreading could be inferred. METHODOLOGY/PRINCIPAL FINDINGS: The method presented here is based on the analysis of the spread of tuberculosis in a Brazilian endemic city during five consecutive years. The detailed analysis of the spatio-temporal correlation of the yearly geo-referenced data, using different characteristic times of the disease evolution, allowed us to trace the temporal path of the aetiological agent, to locate the sources of infection, and to characterize the dynamics of disease spreading. Consequently, the method also allowed for the identification of socio-economic factors that influence the process. CONCLUSIONS/SIGNIFICANCE: The information obtained can contribute to more effective budget allocation, drug distribution and recruitment of human skilled resources, as well as guiding the design of vaccination programs. We propose that this novel strategy can also be applied to the evaluation of other diseases as well as other social processes.",5,1932-6203 (Electronic),e14140,http://www.plosone.org/article/fetchObjectAttachment.action?uri=info%3Adoi%2F10.1371%2Fjournal.pone.0014140&representation=PDF,PLoS One
JOUR,article,649,Projected effects of tobacco smoking on worldwide tuberculosis control: mathematical modelling analysis,2011-01-01,"OBJECTIVES: Almost 20% of people smoke tobacco worldwide--a percentage projected to rise in many poor countries. Smoking has been linked to increased individual risk of tuberculosis infection and mortality, but it remains unclear how these risks affect population-wide tuberculosis rates. DESIGN: We constructed a state transition, compartmental, mathematical model of tuberculosis epidemics to estimate the impact of alternative future smoking trends on tuberculosis control. We projected tuberculosis incidence, prevalence, and mortality in each World Health Organization region from 2010 to 2050, and incorporated changing trends in smoking, case detection, treatment success, and HIV prevalence. RESULTS: The model predicted that smoking would produce an excess of 18 million tuberculosis cases (standard error 16-20) and 40 million deaths from tuberculosis (39-41) between 2010 and 2050, if smoking trends continued along current trajectories. The effect of smoking was anticipated to increase the number of tuberculosis cases by 7% (274 million v 256 million) and deaths by 66% (101 million v 61 million), compared with model predictions that did not account for smoking. Smoking was also expected to delay the millennium development goal target to reduce tuberculosis mortality by half from 1990 to 2015. The model estimated that aggressive tobacco control (achieving a 1% decrease in smoking prevalence per year down to eradication) would avert 27 million smoking attributable deaths from tuberculosis by 2050. However, if the prevalence of smoking increased to 50% of adults (as observed in countries with high tobacco use), the model estimated that 34 million additional deaths from tuberculosis would occur by 2050. CONCLUSIONS: Tobacco smoking could substantially increase tuberculosis cases and deaths worldwide in coming years, undermining progress towards tuberculosis mortality targets. Aggressive tobacco control could avert millions of deaths from tuberculosis.",343,1756-1833 (Electronic),d5506,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3186817/pdf/bmj.d5506.pdf,BMJ
JOUR,article,552,Addressing institutional amplifiers in the dynamics and control of tuberculosis epidemics,2011-01-01,"Tuberculosis outbreaks originating in prisons, mines, or hospital wards can spread to the larger community. Recent proposals have targeted these high-transmission institutional amplifiers by improving case detection, treatment, or reducing the size of the exposed population. However, what effects these alternative proposals may have is unclear. We mathematically modeled these control strategies and found case detection and treatment methods insufficient in addressing epidemics involving common types of institutional amplifiers. Movement of persons in and out of amplifiers fundamentally altered the transmission dynamics of tuberculosis in a manner not effectively mitigated by detection or treatment alone. Policies increasing the population size exposed to amplifiers or the per-person duration of exposure within amplifiers potentially worsened incidence, even in settings with high rates of detection and treatment success. However, reducing the total population size entering institutional amplifiers significantly lowered tuberculosis incidence and the risk of propagating new drug-resistant tuberculosis strains.",84,1476-1645 (Electronic),30-7,http://www.ajtmh.org/content/84/1/30.full.pdf,Am J Trop Med Hyg
JOUR,article,660,A theoretical assessment of the effects of smoking on the transmission dynamics of tuberculosis,2011-01-01,"Smoking has long being associated with tuberculosis. We present a tuberculosis dynamics model taking into account the fact that some people in the population are smoking in order to assess the effects of smoking on tuberculosis transmission. The epidemic thresholds known as the reproduction numbers and equilibria for the model are determined and stabilities analyzed. Qualitative analysis of the model including positivity and persistence of solutions are presented. The model is numerically analyzed to assess the effects of smoking on the transmission dynamics of tuberculosis. Numerical simulations of the model show that smoking enhances tuberculosis transmission, progression to active disease and in a population of smokers, tuberculosis cannot be controlled even when treatment success is assumed to be as high as 88%. Further, analysis of the reproduction numbers indicates that the number of active tuberculosis cases increases as the number of smokers increase.",73,1522-9602 (Electronic),1333-57,http://www.springerlink.com/content/4n410216p3555249/,Bull Math Biol
JOUR,article,672,Influence of sampling on clustering and associations with risk factors in the molecular epidemiology of tuberculosis,2011-01-01,"Molecular epidemiologic studies may use genotypic clustering of isolates as an indicator of recent transmission. It has been shown that missing cases lead to underestimating clustering, and modelling studies suggested that they may also lead to underestimating odds ratios for clustering. Using a national, comprehensive database from the Netherlands covering 15 years between 1993 and 2007 and including over 12,000 patients and their isolates, the authors determined the effects of sampling at random, in time, and by geographic area. As expected, sampling reduced the observed clustering percentages. However, sampling did not reduce the observed odds ratios for clustering. The main explanations for this discrepancy with model outcomes were that a substantial proportion of clustered cases were found in large clusters and that risk factors for clustering tended to be-among clustered cases-also risk factors for large clusters. The authors conclude that, in settings where risk factors for clustering may be interpreted as risk factors for recent transmission, these risk factors are also associated with larger cluster sizes. As a result, odds ratios would show limited sampling bias.",174,1476-6256 (Electronic),243-51,http://aje.oxfordjournals.org/content/174/2/243.full.pdf,Am J Epidemiol
JOUR,article,678,"Epidemiologic inference from the distribution of tuberculosis cases in households in Lima, Peru",2011-01-01,"Background. Tuberculosis (TB) often occurs among household contacts of people with active TB. It is unclear whether clustering of cases represents household transmission or shared household risk factors for TB. Methods. We used cross-sectional data from 764 households in Lima, Peru, to estimate the relative contributions of household and community transmission, the average time between cases, and the immunity afforded by a previous TB infection. Results. The distribution of cases per household suggests that almost 7 of 10 nonindex household cases were infected in the community rather than in the household. The average interval between household cases was 3.5 years. We observed a saturation effect in the number of cases per household and estimated that protective immunity conferred up to 35% reduction in the risk of disease. Conclusions. Cross-sectional household data can elucidate the natural history and transmission dynamics of TB. In this high-incidence setting, we found that the majority of cases were attributable to community transmission and that household contacts of case patients derive some immunity from household exposures. Screening of household contacts may be an effective method of detecting new TB cases if carried out over several years.",203,1537-6613 (Electronic) 0022-1899 (Linking),1582-1589,http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&dopt=Citation&list_uids=21592987,J Infect Dis
JOUR,article,693,A probabilistic transmission model to assess infection risk from Mycobacterium tuberculosis in commercial passenger trains,2011-01-01,"The objective of this article is to characterize the risk of infection from airborne Mycobacterium tuberculosis bacilli exposure in commercial passenger trains based on a risk-based probabilistic transmission modeling. We investigated the tuberculosis (TB) infection risks among commercial passengers by inhaled aerosol M. tuberculosis bacilli and quantify the patterns of TB transmission in Taiwan High Speed Rail (THSR). A deterministic Wells-Riley mathematical model was used to account for the probability of infection risk from M. tuberculosis bacilli by linking the cough-generated aerosol M. tuberculosis bacilli concentration and particle size distribution. We found that (i) the quantum generation rate of TB was estimated with a lognormal distribution of geometric mean (GM) of 54.29 and geometric standard deviation (GSD) of 3.05 quantum/h at particle size </= 5 mum and (ii) the basic reproduction numbers (R(0) ) were estimated to be 0.69 (0.06-6.79), 2.82 (0.32-20.97), and 2.31 (0.25-17.69) for business, standard, and nonreserved cabins, respectively. The results indicate that commercial passengers taking standard and nonreserved cabins had higher transmission risk than those in business cabins based on conservatism. Our results also reveal that even a brief exposure, as in the bronchoscopy cases, can also result in a transmission when the quantum generation rate is high. This study could contribute to a better understanding of the dynamics of TB transmission in commercial passenger trains by assessing the relationship between TB infectiousness, passenger mobility, and key model parameters such as seat occupancy, ventilation rate, and exposure duration.",31,1539-6924 (Electronic),930-9,http://onlinelibrary.wiley.com/doi/10.1111/j.1539-6924.2010.01552.x/abstract,Risk Anal
JOUR,article,705,Spontaneous emergence of multiple drug resistance in tuberculosis before and during therapy,2011-01-01,"The emergence of drug resistance in M. tuberculosis undermines the efficacy of tuberculosis (TB) treatment in individuals and of TB control programs in populations. Multiple drug resistance is often attributed to sequential functional monotherapy, and standard initial treatment regimens have therefore been designed to include simultaneous use of four different antibiotics. Despite the widespread use of combination therapy, highly resistant M. tb strains have emerged in many settings. Here we use a stochastic birth-death model to estimate the probability of the emergence of multidrug resistance during the growth of a population of initially drug sensitive TB bacilli within an infected host. We find that the probability of the emergence of resistance to the two principal anti-TB drugs before initiation of therapy ranges from 10(-5) to 10(-4); while rare, this is several orders of magnitude higher than previous estimates. This finding suggests that multidrug resistant M. tb may not be an entirely ""man-made"" phenomenon and may help explain how highly drug resistant forms of TB have independently emerged in many settings.",6,1932-6203 (Electronic),e18327,http://www.plosone.org/article/fetchObjectAttachment.action?uri=info%3Adoi%2F10.1371%2Fjournal.pone.0018327&representation=PDF,PLoS One
JOUR,article,716,Molecular dynamics simulations of protein targets identified in Mycobacterium tuberculosis,2011-01-01,"Application of molecular dynamics simulation technique has become a conventional computational methodology to calculate significant processes at the molecular level. This computational methodology is particularly useful for analyzing the dynamics of protein-ligand systems. Several uses of molecular dynamics simulation makes possible evaluation of important structural features found at interface between a ligand and a protein, such as intermolecular hydrogen bonds, contact area and binding energy. Considering structure-based virtual screening, molecular dynamics simulations play a pivotal role in understanding the features that are important for ligand-binding affinity. This information could be employed to select higher-affinity ligands obtained in screening processes. Many protein targets such as enoyl-[acyl-carrier-protein] reductase (InhA), purine nucleoside phosphorylase (PNP), and shikimate kinase have been submitted to these simulations and will be analyzed here. All command files used in this review are available for download at http://azevedolab.net/md_75.html.",18,1875-533X (Electronic),1353-66,NA,Curr Med Chem
JOUR,article,561,Periodic active case finding for TB: when to look?,2011-01-01,"OBJECTIVE: To investigate the factors influencing the performance and cost-efficacy of periodic rounds of active case finding (ACF) for TB. METHODS: A mathematical model of TB dynamics and periodic ACF (PACF) in the HIV era, simplified by assuming constant prevalence of latent TB infection, is analyzed for features that control intervention outcome, measured as cases averted and cases found. Explanatory variables include baseline TB incidence, interval between PACF rounds, and different routine and PACF case-detection rates among HIV-infected and uninfected TB cases. FINDINGS: PACF can be cost-saving over a 10 year time frame if the cost-per-round is lower than a threshold proportional to initial incidence and cost-per-case-treated. More cases are averted at higher baseline incidence rates, when more potent PACF strategies are used, intervals between PACF rounds are shorter, and when the ratio of HIV-negative to positive TB cases detected is higher. More costly approaches, e.g. radiographic screening, can be as cost-effective as less costly alternatives if PACF case-detection is higher and/or implementation less frequent. CONCLUSION: Periodic ACF can both improve control and save medium-term health care costs in high TB burden settings. Greater costs of highly effective PACF at frequent (e.g. yearly) intervals may be offset by higher numbers of cases averted in populations with high baseline TB incidence, higher prevalence of HIV-uninfected cases, higher costs per-case-treated, and more effective routine case-detection. Less intensive approaches may still be cost-neutral or cost-saving in populations lacking one or more of these key determinants.",6,1932-6203 (Electronic),e29130,http://www.plosone.org/article/fetchObjectAttachment.action?uri=info%3Adoi%2F10.1371%2Fjournal.pone.0029130&representation=PDF,PLoS One
JOUR,article,737,Serological testing versus other strategies for diagnosis of active tuberculosis in India: a cost-effectiveness analysis,2011-01-01,"BACKGROUND: Undiagnosed and misdiagnosed tuberculosis (TB) drives the epidemic in India. Serological (antibody detection) TB tests are not recommended by any agency, but widely used in many countries, including the Indian private sector. The cost and impact of using serology compared with other diagnostic techniques is unknown. METHODS AND FINDINGS: Taking a patient cohort conservatively equal to the annual number of serological tests done in India (1.5 million adults suspected of having active TB), we used decision analysis to estimate costs and effectiveness of sputum smear microscopy (US$3.62 for two smears), microscopy plus automated liquid culture (mycobacterium growth indicator tube [MGIT], US$20/test), and serological testing (anda-tb ELISA, US$20/test). Data on test accuracy and costs were obtained from published literature. We adopted the perspective of the Indian TB control sector and an analysis frame of 1 year. Our primary outcome was the incremental cost per disability-adjusted life year (DALY) averted. We performed one-way sensitivity analysis on all model parameters, with multiway sensitivity analysis on variables to which the model was most sensitive. If used instead of sputum microscopy, serology generated an estimated 14,000 more TB diagnoses, but also 121,000 more false-positive diagnoses, 102,000 fewer DALYs averted, and 32,000 more secondary TB cases than microscopy, at approximately four times the incremental cost (US$47.5 million versus US$11.9 million). When added to high-quality sputum smears, MGIT culture was estimated to avert 130,000 incremental DALYs at an incremental cost of US$213 per DALY averted. Serology was dominated by (i.e., more costly and less effective than) MGIT culture and remained less economically favorable than sputum smear or TB culture in one-way and multiway sensitivity analyses. CONCLUSIONS: In India, sputum smear microscopy remains the most cost-effective diagnostic test available for active TB; efforts to increase access to quality-assured microscopy should take priority. In areas where high-quality microscopy exists and resources are sufficient, MGIT culture is more cost-effective than serology as an additional diagnostic test for TB. These data informed a recently published World Health Organization policy statement against serological tests.",8,1549-1676 (Electronic),e1001074,http://www.ncbi.nlm.nih.gov/pubmed/21857810,PLoS Med
JOUR,article,750,Validating new tuberculosis computational models with public whole cell screening aerobic activity datasets,2011-01-01,"PURPOSE: The search for small molecules with activity against Mycobacterium tuberculosis (Mtb) increasingly uses high throughput screening and computational methods. Several public datasets from the Collaborative Drug Discovery Tuberculosis (CDD TB) database have been evaluated with cheminformatics approaches to validate their utility and suggest compounds for testing. METHODS: Previously reported Bayesian classification models were used to predict a set of 283 Novartis compounds tested against Mtb (containing aerobic and anaerobic hits) and to search FDA approved drugs. The Novartis compounds were also filtered with computational SMARTS alerts to identify potentially undesirable substructures. RESULTS: Using the Novartis compounds as a test set for the Bayesian models demonstrated a >4.0-fold enrichment over random screening for finding aerobic hits not in the computational models (N = 34). A 10-fold enrichment was observed for finding Mtb active compounds in the FDA drugs database. 85.9% of the Novartis compounds failed the Abbott SMARTS alerts, a value substantially higher than for known TB drugs. Higher levels of failures of SMARTS filters from different groups also correlate with the number of Lipinski violations. CONCLUSIONS: These computational approaches may assist in finding desirable leads for Tuberculosis drug discovery.",28,1573-904X (Electronic),1859-69,http://www.springerlink.com/content/58228876406x7556/,Pharm Res
JOUR,article,751,Optimal control of the lost to follow up in a tuberculosis model,2011-01-01,"This paper deals with the problem of optimal control for the transmission dynamics of tuberculosis (TB). A TB model that considers the existence of a new class (mainly in the African context) is considered: the lost to follow up individuals. Based on the model formulated and studied in the work of Plaire Tchinda Mouofo, (2009), the TB control is formulated and solved as an optimal control theory problem using the Pontryagin's maximum principle (Pontryagin et al., 1992). This control strategy indicates how the control of the lost to follow up class can considerably influence the basic reproduction ratio so as to reduce the number of lost to follow up. Numerical results show the performance of the optimization strategy.",2011,1748-6718 (Electronic),398476,http://downloads.hindawi.com/journals/cmmm/2011/398476.pdf,Comput Math Methods Med
JOUR,article,755,Potential cost-effectiveness of rifampin vs. isoniazid for latent tuberculosis: implications for future clinical trials,2011-01-01,"SETTING: Standard treatment for latent tuberculosis infection (LTBI) is 9 months daily isoniazid (9INH). An alternative is 4 months daily rifampin (4RMP), associated with better completion and less toxicity; however, its efficacy remains uncertain. OBJECTIVES: To assess the cost-effectiveness of these regimens for treating LTBI in human immunodeficiency virus negative persons, using results from a recent clinical trial, plus different scenarios for 4RMP efficacy, and to estimate the costs of an adequately powered noninferiority trial and resulting savings from substitution with 4RMP. DESIGN: A decision-analysis model tracked TB contacts and lower-risk tuberculin reactors receiving 9INH, 4RMP or no treatment. For different 4RMP efficacy scenarios, we estimated the cost-effectiveness, sample size and cost of non-inferiority trials, and potential cost savings substituting 4RMP for 9INH for 10 years in Canada. RESULTS: With an assumed 4RMP efficacy of 60%, 9INH was more effective but slightly more expensive. Above a threshold efficacy of 69%, 4RMP was cheaper and more effective than 9INH. If the true efficacy of 4RMP is >/=75%, a trial powered to detect non-inferiority with a lower limit of 60% estimated efficacy (~20 000 subjects) may lead to cost savings within 10 years, even with the extreme assumption that Canada bears the entire cost. CONCLUSION: 4RMP may be a reasonable alternative to 9INH. Costs of a large-scale non-inferiority trial may be offset by subsequent savings.",15,1815-7920 (Electronic),1340-6,NA,International Journal of Tuberculosis and Lung Disease
JOUR,article,757,Multiscale computational modeling reveals a critical role for TNF-alpha receptor 1 dynamics in tuberculosis granuloma formation,2011-01-01,"Multiple immune factors control host responses to Mycobacterium tuberculosis infection, including the formation of granulomas, which are aggregates of immune cells whose function may reflect success or failure of the host to contain infection. One such factor is TNF-alpha. TNF-alpha has been experimentally characterized to have the following activities in M. tuberculosis infection: macrophage activation, apoptosis, and chemokine and cytokine production. Availability of TNF-alpha within a granuloma has been proposed to play a critical role in immunity to M. tuberculosis. However, in vivo measurement of a TNF-alpha concentration gradient and activities within a granuloma are not experimentally feasible. Further, processes that control TNF-alpha concentration and activities in a granuloma remain unknown. We developed a multiscale computational model that includes molecular, cellular, and tissue scale events that occur during granuloma formation and maintenance in lung. We use our model to identify processes that regulate TNF-alpha concentration and cellular behaviors and thus influence the outcome of infection within a granuloma. Our model predicts that TNF-alphaR1 internalization kinetics play a critical role in infection control within a granuloma, controlling whether there is clearance of bacteria, excessive inflammation, containment of bacteria within a stable granuloma, or uncontrolled growth of bacteria. Our results suggest that there is an interplay between TNF-alpha and bacterial levels in a granuloma that is controlled by the combined effects of both molecular and cellular scale processes. Finally, our model elucidates processes involved in immunity to M. tuberculosis that may be new targets for therapy.",186,1550-6606 (Electronic),3472-83,http://www.jimmunol.org/content/186/6/3472.full.pdf,J Immunol
JOUR,article,778,Rule-based modelling of iron homeostasis in tuberculosis,2011-01-01,"To establish itself within the host system, Mycobacterium tuberculosis (Mtb) has formulated various means of attacking the host system. One such crucial strategy is the exploitation of the iron resources of the host system. Obtaining and maintaining the required concentration of iron becomes a matter of contest between the host and the pathogen, both trying to achieve this through complex molecular networks. The extent of complexity makes it important to obtain a systems perspective of the interplay between the host and the pathogen with respect to iron homeostasis. We have reconstructed a systems model comprising 92 components and 85 protein-protein or protein-metabolite interactions, which have been captured as a set of 194 rules. Apart from the interactions, these rules also account for protein synthesis and decay, RBC circulation and bacterial production and death rates. We have used a rule-based modelling approach, Kappa, to simulate the system separately under infection and non-infection conditions. Various perturbations including knock-outs and dual perturbation were also carried out to monitor the behavioral change of important proteins and metabolites. From this, key components as well as the required controlling factors in the model that are critical for maintaining iron homeostasis were identified. The model is able to re-establish the importance of iron-dependent regulator (ideR) in Mtb and transferrin (Tf) in the host. Perturbations, where iron storage is increased, appear to enhance nutritional immunity and the analysis indicates how they can be harmful for the host. Instead, decreasing the rate of iron uptake by Tf may prove to be helpful. Simulation and perturbation studies help in identifying Tf as a possible drug target. Regulating the mycobactin (myB) concentration was also identified as a possible strategy to control bacterial growth. The simulations thus provide significant insight into iron homeostasis and also for identifying possible drug targets for tuberculosis.",7,1742-2051 (Electronic),2750-68,http://pubs.rsc.org/en/Content/ArticleLanding/2011/MB/c1mb05093a,Mol Biosyst
JOUR,article,787,A cost-benefit analysis of scaling up tuberculosis control in India,2011-01-01,"OBJECTIVES: To measure the economic costs and benefits of scaling up tuberculosis (TB) control under the Revised National Tuberculosis Control Programme (RNTCP) in India. DESIGN: Modelling based on country-level programme and epidemiological data from 1997 to 2006. RESULTS: The scale-up of TB control in India has resulted in a total health benefit of 29.2 million disability-adjusted life years (DALYs), including 1.3 million deaths averted. In 2006, the burden of TB measured in terms of DALYs lost would have been 1.8 times higher in the absence of the programme. The total gain in economic well-being from TB control is estimated at US$88.1 billion over the 1997-2006 10-year period. Total public expenditure on TB control over this period amounted to US$768 million, with the RNTCP accounting for US$299 million and other health sector costs accounting for US$469 million. The cost of TB control averaged just US$26 per DALY gained over 1997-2006 and generated a return of US$115 per dollar spent. CONCLUSIONS: The scale-up of TB control has been a very cost-effective strategy for improving the health status of India's population, while the return on investment has been exceptional from a societal perspective.",15,1815-7920 (Electronic),358-62,NA,International Journal of Tuberculosis and Lung Disease
JOUR,article,788,Mathematical modeling of pulmonary tuberculosis therapy: Insights from a prototype model with rifampin,2011-01-01,"There is a critical need for improved and shorter tuberculosis (TB) treatment. Current in vitro models of TB, while valuable, are poor predictors of the antibacterial effect of drugs in vivo. Mathematical models may be useful to overcome the limitations of traditional approaches in TB research. The objective of this study was to set up a prototype mathematical model of TB treatment by rifampin, based on pharmacokinetic, pharmacodynamic and disease submodels. The full mathematical model can simulate the time-course of tuberculous disease from the first day of infection to the last day of therapy. Therapeutic simulations were performed with the full model to study the antibacterial effect of various dosage regimens of rifampin in lungs. The model reproduced some qualitative and quantitative properties of the bactericidal activity of rifampin observed in clinical data. The kill curves simulated with the model showed a typical biphasic decline in the number of extracellular bacteria consistent with observations in TB patients. Simulations performed with more simple pharmacokinetic/pharmacodynamic models indicated a possible role of a protected intracellular bacterial compartment in such a biphasic decline. This modeling effort strongly suggests that current dosage regimens of RIF may be further optimized. In addition, it suggests a new hypothesis for bacterial persistence during TB treatment.",282,1095-8541 (Electronic),80-92,http://ac.els-cdn.com/S0022519311002554/1-s2.0-S0022519311002554-main.pdf?_tid=876b5e7118fa0e117600e5bd358ef74d&acdnat=1345012412_e092be0a51c53045ce45abc61fdba41c,J Theor Biol
JOUR,article,796,Modeling socio-demography to capture tuberculosis transmission dynamics in a low burden setting,2011-01-01,"Evidence of preferential mixing through selected social routes has been suggested for the transmission of tuberculosis (TB) infection in low burden settings. A realistic modelization of these contact routes is needed to appropriately assess the impact of individually targeted control strategies, such as contact network investigation of index cases and treatment of latent TB infection (LTBI). We propose an age-structured, socio-demographic individual based model (IBM) with a realistic, time-evolving structure of preferential contacts in a population. In particular, transmission within households, schools and workplaces, together with a component of casual, distance-dependent contacts are considered. We also compared the model against two other formulations having no social structure of contacts (homogeneous mixing transmission): a baseline deterministic model without age structure and an age-structured IBM. The socio-demographic IBM better fitted recent longitudinal data on TB epidemiology in Arkansas, USA, which serves as an example of a low burden setting. Inclusion of age structure in the model proved fundamental to capturing actual proportions of reactivated TB cases (as opposed to recently transmitted) as well as profiling age-group specific incidence. The socio-demographic structure additionally provides a prediction of TB transmission rates (the rate of infection in household contacts and the rate of secondary cases in household and workplace contacts). These results suggest that the socio-demographic IBM is an optimal choice for evaluating current control strategies, including contact network investigation of index cases, and the simulation of alternative scenarios, particularly for TB eradication targets.",289,1095-8541 (Electronic),197-205,http://ac.els-cdn.com/S0022519311004358/1-s2.0-S0022519311004358-main.pdf?_tid=51cf6280baf7343d83850525bdaed5d3&acdnat=1345012454_66e6a3a6ba3270670d4232cc72803123,J Theor Biol
JOUR,article,812,Bayesian methods for fitting mixture models that characterize branching tree processes: An application to development of resistant TB strains,2011-01-01,"For pathogens that must be treated with combinations of antibiotics and acquire resistance through genetic mutation, knowledge of the order in which drug-resistance mutations occur may be important for determining treatment policies. Diagnostic specimens collected from patients are often available; this makes it possible to determine the presence of individual drug resistance-conferring mutations and combinations of these mutations. In most cases, these specimens are only available from a patient at a single point in time; it is very rare to have access to multiple specimens from a single patient collected over time as resistance accumulates to multiple drugs. Statistical methods that use branching trees have been successfully applied to such cross-sectional data to make inference on the ordering of events that occurred prior to sampling. Here, we propose a Bayesian approach to fitting branching tree models that has several advantages, including the ability to accommodate prior information regarding measurement error or cross resistance and the natural way it permits the characterization of uncertainty. Our methods are applied to a data set for drug-resistant TB in Peru; the goal of the analysis was to determine the order with which patients develop resistance to the drugs commonly used for treating TB in this setting.",30,1097-0258 (Electronic),2708-20,http://onlinelibrary.wiley.com.ez.lshtm.ac.uk/store/10.1002/sim.4287/asset/sim4287.pdf?v=1&t=h5w1m62j&s=09334abd6f823c09c5f187f158f8e5341cba1933,Stat Med
